Domain,Area,Element,Item,Year,Source,Value
"Emissions from Livestock","Democratic People's Republic of Korea","Stocks","Horses","2021","FAO TIER 1","48324"
"Emissions from Livestock","Democratic People's Republic of Korea","Stocks","Sheep","2021","FAO TIER 1","168445"
"Emissions from Livestock","Democratic People's Republic of Korea","Stocks","Swine, breeding","2021","FAO TIER 1","226296"
"Emissions from Livestock","Democratic People's Republic of Korea","Stocks","Swine, market","2021","FAO TIER 1","2036668"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Cattle, dairy","2021","FAO TIER 1","9942"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1480292"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Chickens, broilers","2021","FAO TIER 1","16242232"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Chickens, layers","2021","FAO TIER 1","2550768"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Goats","2021","FAO TIER 1","4125764"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Sheep","2021","FAO TIER 1","915870"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Swine, breeding","2021","FAO TIER 1","100334"
"Emissions from Livestock","Democratic Republic of the Congo","Stocks","Swine, market","2021","FAO TIER 1","903009"
"Emissions from Livestock","Denmark","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Denmark","Stocks","Cattle, dairy","2021","FAO TIER 1","559000"
"Emissions from Livestock","Denmark","Stocks","Cattle, non-dairy","2021","FAO TIER 1","921000"
"Emissions from Livestock","Denmark","Stocks","Chickens, broilers","2021","FAO TIER 1","15318991"
"Emissions from Livestock","Denmark","Stocks","Chickens, layers","2021","FAO TIER 1","4260390"
"Emissions from Livestock","Denmark","Stocks","Ducks","2021","FAO TIER 1","108280"
"Emissions from Livestock","Denmark","Stocks","Goats","2021","FAO TIER 1","18800"
"Emissions from Livestock","Denmark","Stocks","Horses","2021","FAO TIER 1","44382"
"Emissions from Livestock","Denmark","Stocks","Sheep","2021","FAO TIER 1","126000"
"Emissions from Livestock","Denmark","Stocks","Swine, breeding","2021","FAO TIER 1","1315200"
"Emissions from Livestock","Denmark","Stocks","Swine, market","2021","FAO TIER 1","11836800"
"Emissions from Livestock","Denmark","Stocks","Turkeys","2021","FAO TIER 1","225329"
"Emissions from Livestock","Djibouti","Stocks","Asses","2021","FAO TIER 1","8422"
"Emissions from Livestock","Djibouti","Stocks","Camels","2021","FAO TIER 1","71170"
"Emissions from Livestock","Djibouti","Stocks","Cattle, dairy","2021","FAO TIER 1","25498"
"Emissions from Livestock","Djibouti","Stocks","Cattle, non-dairy","2021","FAO TIER 1","276618"
"Emissions from Livestock","Djibouti","Stocks","Goats","2021","FAO TIER 1","519169"
"Emissions from Livestock","Djibouti","Stocks","Sheep","2021","FAO TIER 1","469872"
"Emissions from Livestock","Dominica","Stocks","Cattle, dairy","2021","FAO TIER 1","7616"
"Emissions from Livestock","Dominica","Stocks","Cattle, non-dairy","2021","FAO TIER 1","6678"
"Emissions from Livestock","Dominica","Stocks","Chickens, broilers","2021","FAO TIER 1","151691"
"Emissions from Livestock","Dominica","Stocks","Chickens, layers","2021","FAO TIER 1","49817"
"Emissions from Livestock","Dominica","Stocks","Goats","2021","FAO TIER 1","9705"
"Emissions from Livestock","Dominica","Stocks","Sheep","2021","FAO TIER 1","8352"
"Emissions from Livestock","Dominica","Stocks","Swine, breeding","2021","FAO TIER 1","506"
"Emissions from Livestock","Dominica","Stocks","Swine, market","2021","FAO TIER 1","4557"
"Emissions from Livestock","Dominican Republic","Stocks","Asses","2021","FAO TIER 1","157748"
"Emissions from Livestock","Dominican Republic","Stocks","Cattle, dairy","2021","FAO TIER 1","566667"
"Emissions from Livestock","Dominican Republic","Stocks","Cattle, non-dairy","2021","FAO TIER 1","2492285"
"Emissions from Livestock","Dominican Republic","Stocks","Chickens, broilers","2021","FAO TIER 1","167520468"
"Emissions from Livestock","Dominican Republic","Stocks","Chickens, layers","2021","FAO TIER 1","14019798"
"Emissions from Livestock","Dominican Republic","Stocks","Goats","2021","FAO TIER 1","226792"
"Emissions from Livestock","Dominican Republic","Stocks","Horses","2021","FAO TIER 1","363919"
"Emissions from Livestock","Dominican Republic","Stocks","Mules and hinnies","2021","FAO TIER 1","146925"
"Emissions from Livestock","Dominican Republic","Stocks","Sheep","2021","FAO TIER 1","261243"
"Emissions from Livestock","Dominican Republic","Stocks","Swine, breeding","2021","FAO TIER 1","54904"
"Emissions from Livestock","Dominican Republic","Stocks","Swine, market","2021","FAO TIER 1","494136"
"Emissions from Livestock","Ecuador","Stocks","Asses","2021","FAO TIER 1","49170"
"Emissions from Livestock","Ecuador","Stocks","Cattle, dairy","2021","FAO TIER 1","846715"
"Emissions from Livestock","Ecuador","Stocks","Cattle, non-dairy","2021","FAO TIER 1","3220215"
"Emissions from Livestock","Ecuador","Stocks","Chickens, broilers","2021","FAO TIER 1","154551767"
"Emissions from Livestock","Ecuador","Stocks","Chickens, layers","2021","FAO TIER 1","15230000"
"Emissions from Livestock","Ecuador","Stocks","Ducks","2021","FAO TIER 1","554000"
"Emissions from Livestock","Ecuador","Stocks","Goats","2021","FAO TIER 1","57849"
"Emissions from Livestock","Ecuador","Stocks","Horses","2021","FAO TIER 1","192187"
"Emissions from Livestock","Ecuador","Stocks","Mules and hinnies","2021","FAO TIER 1","66913"
"Emissions from Livestock","Ecuador","Stocks","Sheep","2021","FAO TIER 1","528828"
"Emissions from Livestock","Ecuador","Stocks","Swine, breeding","2021","FAO TIER 1","105392"
"Emissions from Livestock","Ecuador","Stocks","Swine, market","2021","FAO TIER 1","948531"
"Emissions from Livestock","Ecuador","Stocks","Turkeys","2021","FAO TIER 1","312000"
"Emissions from Livestock","Egypt","Stocks","Asses","2021","FAO TIER 1","967006"
"Emissions from Livestock","Egypt","Stocks","Buffalo","2021","FAO TIER 1","1263103"
"Emissions from Livestock","Egypt","Stocks","Camels","2021","FAO TIER 1","99610"
"Emissions from Livestock","Egypt","Stocks","Cattle, dairy","2021","FAO TIER 1","1735327"
"Emissions from Livestock","Egypt","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1084086"
"Emissions from Livestock","Egypt","Stocks","Chickens, broilers","2021","FAO TIER 1","141468821"
"Emissions from Livestock","Egypt","Stocks","Chickens, layers","2021","FAO TIER 1","35095161"
"Emissions from Livestock","Egypt","Stocks","Ducks","2021","FAO TIER 1","3998972"
"Emissions from Livestock","Egypt","Stocks","Goats","2021","FAO TIER 1","862172"
"Emissions from Livestock","Egypt","Stocks","Horses","2021","FAO TIER 1","84387"
"Emissions from Livestock","Egypt","Stocks","Mules and hinnies","2021","FAO TIER 1","3092"
"Emissions from Livestock","Egypt","Stocks","Sheep","2021","FAO TIER 1","2239210"
"Emissions from Livestock","Egypt","Stocks","Swine, breeding","2021","FAO TIER 1","1100"
"Emissions from Livestock","Egypt","Stocks","Swine, market","2021","FAO TIER 1","9900"
"Emissions from Livestock","Egypt","Stocks","Turkeys","2021","FAO TIER 1","2314452"
"Emissions from Livestock","El Salvador","Stocks","Asses","2021","FAO TIER 1","3312"
"Emissions from Livestock","El Salvador","Stocks","Cattle, dairy","2021","FAO TIER 1","335785"
"Emissions from Livestock","El Salvador","Stocks","Cattle, non-dairy","2021","FAO TIER 1","403062"
"Emissions from Livestock","El Salvador","Stocks","Chickens, broilers","2021","FAO TIER 1","11393742"
"Emissions from Livestock","El Salvador","Stocks","Chickens, layers","2021","FAO TIER 1","6542883"
"Emissions from Livestock","El Salvador","Stocks","Goats","2021","FAO TIER 1","14005"
"Emissions from Livestock","El Salvador","Stocks","Horses","2021","FAO TIER 1","99137"
"Emissions from Livestock","El Salvador","Stocks","Mules and hinnies","2021","FAO TIER 1","24023"
"Emissions from Livestock","El Salvador","Stocks","Sheep","2021","FAO TIER 1","5504"
"Emissions from Livestock","El Salvador","Stocks","Swine, breeding","2021","FAO TIER 1","25000"
"Emissions from Livestock","El Salvador","Stocks","Swine, market","2021","FAO TIER 1","225000"
"Emissions from Livestock","Equatorial Guinea","Stocks","Cattle, dairy","2021","FAO TIER 1","555"
"Emissions from Livestock","Equatorial Guinea","Stocks","Cattle, non-dairy","2021","FAO TIER 1","4912"
"Emissions from Livestock","Equatorial Guinea","Stocks","Chickens, broilers","2021","FAO TIER 1","309717"
"Emissions from Livestock","Equatorial Guinea","Stocks","Chickens, layers","2021","FAO TIER 1","67550"
"Emissions from Livestock","Equatorial Guinea","Stocks","Ducks","2021","FAO TIER 1","38456"
"Emissions from Livestock","Equatorial Guinea","Stocks","Goats","2021","FAO TIER 1","9900"
"Emissions from Livestock","Equatorial Guinea","Stocks","Sheep","2021","FAO TIER 1","41677"
"Emissions from Livestock","Equatorial Guinea","Stocks","Swine, breeding","2021","FAO TIER 1","725"
"Emissions from Livestock","Equatorial Guinea","Stocks","Swine, market","2021","FAO TIER 1","6522"
"Emissions from Livestock","Eritrea","Stocks","Camels","2021","FAO TIER 1","395570"
"Emissions from Livestock","Eritrea","Stocks","Cattle, dairy","2021","FAO TIER 1","720000"
"Emissions from Livestock","Eritrea","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1408383"
"Emissions from Livestock","Eritrea","Stocks","Chickens, broilers","2021","FAO TIER 1","587662"
"Emissions from Livestock","Eritrea","Stocks","Chickens, layers","2021","FAO TIER 1","556796"
"Emissions from Livestock","Eritrea","Stocks","Goats","2021","FAO TIER 1","1888949"
"Emissions from Livestock","Eritrea","Stocks","Sheep","2021","FAO TIER 1","2435566"
"Emissions from Livestock","Estonia","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Estonia","Stocks","Cattle, dairy","2021","FAO TIER 1","83700"
"Emissions from Livestock","Estonia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","167100"
"Emissions from Livestock","Estonia","Stocks","Chickens, broilers","2021","FAO TIER 1","1496300"
"Emissions from Livestock","Estonia","Stocks","Chickens, layers","2021","FAO TIER 1","536000"
"Emissions from Livestock","Estonia","Stocks","Goats","2021","FAO TIER 1","3400"
"Emissions from Livestock","Estonia","Stocks","Horses","2021","FAO TIER 1","5683"
"Emissions from Livestock","Estonia","Stocks","Sheep","2021","FAO TIER 1","46000"
"Emissions from Livestock","Estonia","Stocks","Swine, breeding","2021","FAO TIER 1","30800"
"Emissions from Livestock","Estonia","Stocks","Swine, market","2021","FAO TIER 1","277200"
"Emissions from Livestock","Estonia","Stocks","Turkeys","2021","FAO TIER 1","4195"
"Emissions from Livestock","Eswatini","Stocks","Asses","2021","FAO TIER 1","16430"
"Emissions from Livestock","Eswatini","Stocks","Cattle, dairy","2021","FAO TIER 1","135326"
"Emissions from Livestock","Eswatini","Stocks","Cattle, non-dairy","2021","FAO TIER 1","479011"
"Emissions from Livestock","Eswatini","Stocks","Chickens, broilers","2021","FAO TIER 1","3597661"
"Emissions from Livestock","Eswatini","Stocks","Chickens, layers","2021","FAO TIER 1","183767"
"Emissions from Livestock","Eswatini","Stocks","Goats","2021","FAO TIER 1","255048"
"Emissions from Livestock","Eswatini","Stocks","Horses","2021","FAO TIER 1","1724"
"Emissions from Livestock","Eswatini","Stocks","Mules and hinnies","2021","FAO TIER 1","107"
"Emissions from Livestock","Eswatini","Stocks","Sheep","2021","FAO TIER 1","37324"
"Emissions from Livestock","Eswatini","Stocks","Swine, breeding","2021","FAO TIER 1","3643"
"Emissions from Livestock","Eswatini","Stocks","Swine, market","2021","FAO TIER 1","32784"
"Emissions from Livestock","Ethiopia","Stocks","Asses","2021","FAO TIER 1","11264749"
"Emissions from Livestock","Ethiopia","Stocks","Camels","2021","FAO TIER 1","1697823"
"Emissions from Livestock","Ethiopia","Stocks","Cattle, dairy","2021","FAO TIER 1","8796506"
"Emissions from Livestock","Ethiopia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","56922202"
"Emissions from Livestock","Ethiopia","Stocks","Chickens, broilers","2021","FAO TIER 1","48231159"
"Emissions from Livestock","Ethiopia","Stocks","Chickens, layers","2021","FAO TIER 1","11058244"
"Emissions from Livestock","Ethiopia","Stocks","Goats","2021","FAO TIER 1","47309695"
"Emissions from Livestock","Ethiopia","Stocks","Horses","2021","FAO TIER 1","2192443"
"Emissions from Livestock","Ethiopia","Stocks","Mules and hinnies","2021","FAO TIER 1","399192"
"Emissions from Livestock","Ethiopia","Stocks","Sheep","2021","FAO TIER 1","38609884"
"Emissions from Livestock","Ethiopia","Stocks","Swine, breeding","2021","FAO TIER 1","3737"
"Emissions from Livestock","Ethiopia","Stocks","Swine, market","2021","FAO TIER 1","33632"
"Emissions from Livestock","Faroe Islands","Stocks","Cattle, dairy","2021","FAO TIER 1","524"
"Emissions from Livestock","Faroe Islands","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1285"
"Emissions from Livestock","Faroe Islands","Stocks","Sheep","2021","FAO TIER 1","75374"
"Emissions from Livestock","Fiji","Stocks","Cattle, dairy","2021","FAO TIER 1","33535"
"Emissions from Livestock","Fiji","Stocks","Cattle, non-dairy","2021","FAO TIER 1","26370"
"Emissions from Livestock","Fiji","Stocks","Chickens, broilers","2021","FAO TIER 1","5098359"
"Emissions from Livestock","Fiji","Stocks","Chickens, layers","2021","FAO TIER 1","531000"
"Emissions from Livestock","Fiji","Stocks","Ducks","2021","FAO TIER 1","114444"
"Emissions from Livestock","Fiji","Stocks","Goats","2021","FAO TIER 1","265874"
"Emissions from Livestock","Fiji","Stocks","Horses","2021","FAO TIER 1","47759"
"Emissions from Livestock","Fiji","Stocks","Sheep","2021","FAO TIER 1","32061"
"Emissions from Livestock","Fiji","Stocks","Swine, breeding","2021","FAO TIER 1","15478"
"Emissions from Livestock","Fiji","Stocks","Swine, market","2021","FAO TIER 1","139299"
"Emissions from Livestock","Fiji","Stocks","Turkeys","2021","FAO TIER 1","80279"
"Emissions from Livestock","Finland","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Finland","Stocks","Cattle, dairy","2021","FAO TIER 1","248530"
"Emissions from Livestock","Finland","Stocks","Cattle, non-dairy","2021","FAO TIER 1","581450"
"Emissions from Livestock","Finland","Stocks","Chickens, broilers","2021","FAO TIER 1","4309000"
"Emissions from Livestock","Finland","Stocks","Chickens, layers","2021","FAO TIER 1","4190000"
"Emissions from Livestock","Finland","Stocks","Goats","2021","FAO TIER 1","5900"
"Emissions from Livestock","Finland","Stocks","Horses","2021","FAO TIER 1","74162"
"Emissions from Livestock","Finland","Stocks","Sheep","2021","FAO TIER 1","131100"
"Emissions from Livestock","Finland","Stocks","Swine, breeding","2021","FAO TIER 1","109370"
"Emissions from Livestock","Finland","Stocks","Swine, market","2021","FAO TIER 1","984330"
"Emissions from Livestock","Finland","Stocks","Turkeys","2021","FAO TIER 1","357000"
"Emissions from Livestock","France","Stocks","Cattle, dairy","2021","FAO TIER 1","3322030"
"Emissions from Livestock","France","Stocks","Cattle, non-dairy","2021","FAO TIER 1","14008050"
"Emissions from Livestock","France","Stocks","Chickens, broilers","2021","FAO TIER 1","175163000"
"Emissions from Livestock","France","Stocks","Chickens, layers","2021","FAO TIER 1","64677000"
"Emissions from Livestock","France","Stocks","Ducks","2021","FAO TIER 1","22246000"
"Emissions from Livestock","France","Stocks","Goats","2021","FAO TIER 1","1387770"
"Emissions from Livestock","France","Stocks","Horses","2021","FAO TIER 1","291165"
"Emissions from Livestock","France","Stocks","Sheep","2021","FAO TIER 1","6994630"
"Emissions from Livestock","France","Stocks","Swine, breeding","2021","FAO TIER 1","1294100"
"Emissions from Livestock","France","Stocks","Swine, market","2021","FAO TIER 1","11646900"
"Emissions from Livestock","France","Stocks","Turkeys","2021","FAO TIER 1","17521000"
"Emissions from Livestock","French Guiana","Stocks","Cattle, dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","French Guiana","Stocks","Cattle, non-dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","French Guiana","Stocks","Chickens, broilers","2021","FAO TIER 1","0"
"Emissions from Livestock","French Guiana","Stocks","Chickens, layers","2021","FAO TIER 1","0"
"Emissions from Livestock","French Guiana","Stocks","Swine, breeding","2021","FAO TIER 1","0"
"Emissions from Livestock","French Guiana","Stocks","Swine, market","2021","FAO TIER 1","0"
"Emissions from Livestock","French Polynesia","Stocks","Cattle, dairy","2021","FAO TIER 1","464"
"Emissions from Livestock","French Polynesia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","7072"
"Emissions from Livestock","French Polynesia","Stocks","Chickens, broilers","2021","FAO TIER 1","174062"
"Emissions from Livestock","French Polynesia","Stocks","Chickens, layers","2021","FAO TIER 1","155166"
"Emissions from Livestock","French Polynesia","Stocks","Ducks","2021","FAO TIER 1","30215"
"Emissions from Livestock","French Polynesia","Stocks","Goats","2021","FAO TIER 1","16490"
"Emissions from Livestock","French Polynesia","Stocks","Horses","2021","FAO TIER 1","2200"
"Emissions from Livestock","French Polynesia","Stocks","Sheep","2021","FAO TIER 1","441"
"Emissions from Livestock","French Polynesia","Stocks","Swine, breeding","2021","FAO TIER 1","2976"
"Emissions from Livestock","French Polynesia","Stocks","Swine, market","2021","FAO TIER 1","26785"
"Emissions from Livestock","Gabon","Stocks","Cattle, dairy","2021","FAO TIER 1","10085"
"Emissions from Livestock","Gabon","Stocks","Cattle, non-dairy","2021","FAO TIER 1","28792"
"Emissions from Livestock","Gabon","Stocks","Chickens, broilers","2021","FAO TIER 1","2669830"
"Emissions from Livestock","Gabon","Stocks","Chickens, layers","2021","FAO TIER 1","673820"
"Emissions from Livestock","Gabon","Stocks","Goats","2021","FAO TIER 1","117657"
"Emissions from Livestock","Gabon","Stocks","Sheep","2021","FAO TIER 1","228656"
"Emissions from Livestock","Gabon","Stocks","Swine, breeding","2021","FAO TIER 1","22406"
"Emissions from Livestock","Gabon","Stocks","Swine, market","2021","FAO TIER 1","201656"
"Emissions from Livestock","Gambia","Stocks","Asses","2021","FAO TIER 1","75706"
"Emissions from Livestock","Gambia","Stocks","Cattle, dairy","2021","FAO TIER 1","54278"
"Emissions from Livestock","Gambia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","407821"
"Emissions from Livestock","Gambia","Stocks","Chickens, broilers","2021","FAO TIER 1","1083841"
"Emissions from Livestock","Gambia","Stocks","Chickens, layers","2021","FAO TIER 1","261914"
"Emissions from Livestock","Gambia","Stocks","Goats","2021","FAO TIER 1","335557"
"Emissions from Livestock","Gambia","Stocks","Horses","2021","FAO TIER 1","2431"
"Emissions from Livestock","Gambia","Stocks","Sheep","2021","FAO TIER 1","63053"
"Emissions from Livestock","Gambia","Stocks","Swine, breeding","2021","FAO TIER 1","1326"
"Emissions from Livestock","Gambia","Stocks","Swine, market","2021","FAO TIER 1","11937"
"Emissions from Livestock","Georgia","Stocks","Asses","2021","FAO TIER 1","10141"
"Emissions from Livestock","Georgia","Stocks","Buffalo","2021","FAO TIER 1","19969"
"Emissions from Livestock","Georgia","Stocks","Cattle, dairy","2021","FAO TIER 1","450800"
"Emissions from Livestock","Georgia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","475000"
"Emissions from Livestock","Georgia","Stocks","Chickens, broilers","2021","FAO TIER 1","6742361"
"Emissions from Livestock","Georgia","Stocks","Chickens, layers","2021","FAO TIER 1","3237639"
"Emissions from Livestock","Georgia","Stocks","Goats","2021","FAO TIER 1","50300"
"Emissions from Livestock","Georgia","Stocks","Horses","2021","FAO TIER 1","40588"
"Emissions from Livestock","Georgia","Stocks","Mules and hinnies","2021","FAO TIER 1","93"
"Emissions from Livestock","Georgia","Stocks","Sheep","2021","FAO TIER 1","896200"
"Emissions from Livestock","Georgia","Stocks","Swine, breeding","2021","FAO TIER 1","16570"
"Emissions from Livestock","Georgia","Stocks","Swine, market","2021","FAO TIER 1","149130"
"Emissions from Livestock","Georgia","Stocks","Turkeys","2021","FAO TIER 1","418977"
"Emissions from Livestock","Germany","Stocks","Buffalo","2021","FAO TIER 1","11220"
"Emissions from Livestock","Germany","Stocks","Cattle, dairy","2021","FAO TIER 1","3832720"
"Emissions from Livestock","Germany","Stocks","Cattle, non-dairy","2021","FAO TIER 1","7206940"
"Emissions from Livestock","Germany","Stocks","Chickens, broilers","2021","FAO TIER 1","116955412"
"Emissions from Livestock","Germany","Stocks","Chickens, layers","2021","FAO TIER 1","49600000"
"Emissions from Livestock","Germany","Stocks","Ducks","2021","FAO TIER 1","2627701"
"Emissions from Livestock","Germany","Stocks","Goats","2021","FAO TIER 1","164000"
"Emissions from Livestock","Germany","Stocks","Horses","2021","FAO TIER 1","438256"
"Emissions from Livestock","Germany","Stocks","Sheep","2021","FAO TIER 1","1508100"
"Emissions from Livestock","Germany","Stocks","Swine, breeding","2021","FAO TIER 1","2376230"
"Emissions from Livestock","Germany","Stocks","Swine, market","2021","FAO TIER 1","21386070"
"Emissions from Livestock","Germany","Stocks","Turkeys","2021","FAO TIER 1","12463525"
"Emissions from Livestock","Ghana","Stocks","Asses","2021","FAO TIER 1","15001"
"Emissions from Livestock","Ghana","Stocks","Cattle, dairy","2021","FAO TIER 1","339336"
"Emissions from Livestock","Ghana","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1589664"
"Emissions from Livestock","Ghana","Stocks","Chickens, broilers","2021","FAO TIER 1","78316095"
"Emissions from Livestock","Ghana","Stocks","Chickens, layers","2021","FAO TIER 1","18633496"
"Emissions from Livestock","Ghana","Stocks","Goats","2021","FAO TIER 1","8422243"
"Emissions from Livestock","Ghana","Stocks","Horses","2021","FAO TIER 1","3312"
"Emissions from Livestock","Ghana","Stocks","Sheep","2021","FAO TIER 1","5651648"
"Emissions from Livestock","Ghana","Stocks","Swine, breeding","2021","FAO TIER 1","88191"
"Emissions from Livestock","Ghana","Stocks","Swine, market","2021","FAO TIER 1","793718"
"Emissions from Livestock","Greece","Stocks","Buffalo","2021","FAO TIER 1","6000"
"Emissions from Livestock","Greece","Stocks","Cattle, dairy","2021","FAO TIER 1","83000"
"Emissions from Livestock","Greece","Stocks","Cattle, non-dairy","2021","FAO TIER 1","481000"
"Emissions from Livestock","Greece","Stocks","Chickens, broilers","2021","FAO TIER 1","30321635"
"Emissions from Livestock","Greece","Stocks","Chickens, layers","2021","FAO TIER 1","8300000"
"Emissions from Livestock","Greece","Stocks","Ducks","2021","FAO TIER 1","16145"
"Emissions from Livestock","Greece","Stocks","Goats","2021","FAO TIER 1","2844000"
"Emissions from Livestock","Greece","Stocks","Horses","2021","FAO TIER 1","5400"
"Emissions from Livestock","Greece","Stocks","Sheep","2021","FAO TIER 1","7253000"
"Emissions from Livestock","Greece","Stocks","Swine, breeding","2021","FAO TIER 1","73300"
"Emissions from Livestock","Greece","Stocks","Swine, market","2021","FAO TIER 1","659700"
"Emissions from Livestock","Greece","Stocks","Turkeys","2021","FAO TIER 1","312542"
"Emissions from Livestock","Grenada","Stocks","Asses","2021","FAO TIER 1","660"
"Emissions from Livestock","Grenada","Stocks","Cattle, dairy","2021","FAO TIER 1","688"
"Emissions from Livestock","Grenada","Stocks","Cattle, non-dairy","2021","FAO TIER 1","3877"
"Emissions from Livestock","Grenada","Stocks","Chickens, broilers","2021","FAO TIER 1","0"
"Emissions from Livestock","Grenada","Stocks","Chickens, layers","2021","FAO TIER 1","271230"
"Emissions from Livestock","Grenada","Stocks","Goats","2021","FAO TIER 1","6951"
"Emissions from Livestock","Grenada","Stocks","Horses","2021","FAO TIER 1","30"
"Emissions from Livestock","Grenada","Stocks","Mules and hinnies","2021","FAO TIER 1","50"
"Emissions from Livestock","Grenada","Stocks","Sheep","2021","FAO TIER 1","13861"
"Emissions from Livestock","Grenada","Stocks","Swine, breeding","2021","FAO TIER 1","285"
"Emissions from Livestock","Grenada","Stocks","Swine, market","2021","FAO TIER 1","2563"
"Emissions from Livestock","Guadeloupe","Stocks","Cattle, dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","Guadeloupe","Stocks","Cattle, non-dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","Guadeloupe","Stocks","Chickens, broilers","2021","FAO TIER 1","0"
"Emissions from Livestock","Guadeloupe","Stocks","Chickens, layers","2021","FAO TIER 1","0"
"Emissions from Livestock","Guadeloupe","Stocks","Swine, breeding","2021","FAO TIER 1","0"
"Emissions from Livestock","Guadeloupe","Stocks","Swine, market","2021","FAO TIER 1","0"
"Emissions from Livestock","Guatemala","Stocks","Asses","2021","FAO TIER 1","9734"
"Emissions from Livestock","Guatemala","Stocks","Cattle, dairy","2021","FAO TIER 1","711283"
"Emissions from Livestock","Guatemala","Stocks","Cattle, non-dairy","2021","FAO TIER 1","3392041"
"Emissions from Livestock","Guatemala","Stocks","Chickens, broilers","2021","FAO TIER 1","22035572"
"Emissions from Livestock","Guatemala","Stocks","Chickens, layers","2021","FAO TIER 1","17000000"
"Emissions from Livestock","Guatemala","Stocks","Goats","2021","FAO TIER 1","114566"
"Emissions from Livestock","Guatemala","Stocks","Horses","2021","FAO TIER 1","133311"
"Emissions from Livestock","Guatemala","Stocks","Mules and hinnies","2021","FAO TIER 1","38769"
"Emissions from Livestock","Guatemala","Stocks","Sheep","2021","FAO TIER 1","601152"
"Emissions from Livestock","Guatemala","Stocks","Swine, breeding","2021","FAO TIER 1","297678"
"Emissions from Livestock","Guatemala","Stocks","Swine, market","2021","FAO TIER 1","2679101"
"Emissions from Livestock","Guinea","Stocks","Asses","2021","FAO TIER 1","2374"
"Emissions from Livestock","Guinea","Stocks","Cattle, dairy","2021","FAO TIER 1","735028"
"Emissions from Livestock","Guinea","Stocks","Cattle, non-dairy","2021","FAO TIER 1","8091768"
"Emissions from Livestock","Guinea","Stocks","Chickens, broilers","2021","FAO TIER 1","28310219"
"Emissions from Livestock","Guinea","Stocks","Chickens, layers","2021","FAO TIER 1","7640266"
"Emissions from Livestock","Guinea","Stocks","Goats","2021","FAO TIER 1","3947834"
"Emissions from Livestock","Guinea","Stocks","Horses","2021","FAO TIER 1","3583"
"Emissions from Livestock","Guinea","Stocks","Sheep","2021","FAO TIER 1","3288023"
"Emissions from Livestock","Guinea","Stocks","Swine, breeding","2021","FAO TIER 1","16183"
"Emissions from Livestock","Guinea","Stocks","Swine, market","2021","FAO TIER 1","145651"
"Emissions from Livestock","Guinea-Bissau","Stocks","Asses","2021","FAO TIER 1","5223"
"Emissions from Livestock","Guinea-Bissau","Stocks","Cattle, dairy","2021","FAO TIER 1","109417"
"Emissions from Livestock","Guinea-Bissau","Stocks","Cattle, non-dairy","2021","FAO TIER 1","615808"
"Emissions from Livestock","Guinea-Bissau","Stocks","Chickens, broilers","2021","FAO TIER 1","1842726"
"Emissions from Livestock","Guinea-Bissau","Stocks","Chickens, layers","2021","FAO TIER 1","269921"
"Emissions from Livestock","Guinea-Bissau","Stocks","Goats","2021","FAO TIER 1","803337"
"Emissions from Livestock","Guinea-Bissau","Stocks","Horses","2021","FAO TIER 1","2482"
"Emissions from Livestock","Guinea-Bissau","Stocks","Sheep","2021","FAO TIER 1","483942"
"Emissions from Livestock","Guinea-Bissau","Stocks","Swine, breeding","2021","FAO TIER 1","47460"
"Emissions from Livestock","Guinea-Bissau","Stocks","Swine, market","2021","FAO TIER 1","427142"
"Emissions from Livestock","Guyana","Stocks","Asses","2021","FAO TIER 1","1010"
"Emissions from Livestock","Guyana","Stocks","Cattle, dairy","2021","FAO TIER 1","39000"
"Emissions from Livestock","Guyana","Stocks","Cattle, non-dairy","2021","FAO TIER 1","60785"
"Emissions from Livestock","Guyana","Stocks","Chickens, broilers","2021","FAO TIER 1","29479724"
"Emissions from Livestock","Guyana","Stocks","Chickens, layers","2021","FAO TIER 1","588464"
"Emissions from Livestock","Guyana","Stocks","Goats","2021","FAO TIER 1","82863"
